locus_tag	ftype	length_bp	gene	EC_number	COG	product
NMMJGDOI_01002	CDS	159				hypothetical protein
NMMJGDOI_01002	gene	159				
NMMJGDOI_01003	CDS	432				hypothetical protein
NMMJGDOI_01003	gene	432				
NMMJGDOI_01004	CDS	171				hypothetical protein
NMMJGDOI_01004	gene	171				
NMMJGDOI_01005	CDS	435				hypothetical protein
NMMJGDOI_01005	gene	435				
NMMJGDOI_01006	CDS	678				hypothetical protein
NMMJGDOI_01006	gene	678				
NMMJGDOI_01007	CDS	180				hypothetical protein
NMMJGDOI_01007	gene	180				
NMMJGDOI_01008	CDS	459				hypothetical protein
NMMJGDOI_01008	gene	459				
NMMJGDOI_01009	CDS	225				hypothetical protein
NMMJGDOI_01009	gene	225				
NMMJGDOI_01010	CDS	225				hypothetical protein
NMMJGDOI_01010	gene	225				
NMMJGDOI_01011	CDS	378	kfoC			Chondroitin synthase
NMMJGDOI_01011	gene	378	kfoC			
NMMJGDOI_01012	CDS	444	smpB		COG0691	SsrA-binding protein
NMMJGDOI_01012	gene	444	smpB			
NMMJGDOI_01013	CDS	987	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
NMMJGDOI_01013	gene	987	prs			
NMMJGDOI_01014	CDS	537	rnmV	3.1.26.8	COG1658	Ribonuclease M5
NMMJGDOI_01014	gene	537	rnmV			
NMMJGDOI_01015	CDS	831	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
NMMJGDOI_01015	gene	831	rsmI			
NMMJGDOI_01016	CDS	303				hypothetical protein
NMMJGDOI_01016	gene	303				
NMMJGDOI_01017	CDS	378	secE			Protein translocase subunit SecE
NMMJGDOI_01017	gene	378	secE			
NMMJGDOI_01018	CDS	156	nusG_1			Transcription termination/antitermination protein NusG
NMMJGDOI_01018	gene	156	nusG_1			
NMMJGDOI_01019	CDS	99	nusG_2			Transcription termination/antitermination protein NusG
NMMJGDOI_01019	gene	99	nusG_2			
NMMJGDOI_01020	CDS	228	nusG_3			Transcription termination/antitermination protein NusG
NMMJGDOI_01020	gene	228	nusG_3			
NMMJGDOI_01021	CDS	255	nusG_4			Transcription termination/antitermination protein NusG
NMMJGDOI_01021	gene	255	nusG_4			
NMMJGDOI_01022	CDS	267				hypothetical protein
NMMJGDOI_01022	gene	267				
NMMJGDOI_01023	CDS	369		5.4.2.8	COG1109	putative phosphomannomutase
NMMJGDOI_01023	gene	369				
NMMJGDOI_01024	CDS	846	pgcA	5.4.2.2		Phosphoglucomutase
NMMJGDOI_01024	gene	846	pgcA			
NMMJGDOI_01025	CDS	360	cdd	3.5.4.5	COG0295	Cytidine deaminase
NMMJGDOI_01025	gene	360	cdd			
NMMJGDOI_01026	CDS	471	pdp_1	2.4.2.2		Pyrimidine-nucleoside phosphorylase
NMMJGDOI_01026	gene	471	pdp_1			
NMMJGDOI_01027	CDS	642	pdp_2	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
NMMJGDOI_01027	gene	642	pdp_2			
NMMJGDOI_01028	CDS	138	pdp_3	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
NMMJGDOI_01028	gene	138	pdp_3			
NMMJGDOI_01029	CDS	675	deoC1	4.1.2.4		Deoxyribose-phosphate aldolase 1
NMMJGDOI_01029	gene	675	deoC1			
NMMJGDOI_01030	CDS	717	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
NMMJGDOI_01030	gene	717	deoD			
NMMJGDOI_01031	CDS	222	ffh_1		COG0541	Signal recognition particle protein
NMMJGDOI_01031	gene	222	ffh_1			
NMMJGDOI_01032	CDS	723	ffh_2		COG0541	Signal recognition particle protein
NMMJGDOI_01032	gene	723	ffh_2			
NMMJGDOI_01033	CDS	219	ffh_3		COG0541	Signal recognition particle protein
NMMJGDOI_01033	gene	219	ffh_3			
NMMJGDOI_01034	CDS	249				hypothetical protein
NMMJGDOI_01034	gene	249				
NMMJGDOI_01035	CDS	615	metK_1	2.5.1.6	COG0192	S-adenosylmethionine synthase
NMMJGDOI_01035	gene	615	metK_1			
NMMJGDOI_01036	CDS	231	metK_2	2.5.1.6	COG0192	S-adenosylmethionine synthase
NMMJGDOI_01036	gene	231	metK_2			
NMMJGDOI_01037	CDS	324	tsaD_1	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
NMMJGDOI_01037	gene	324	tsaD_1			
NMMJGDOI_01038	CDS	615	tsaD_2	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase
NMMJGDOI_01038	gene	615	tsaD_2			
NMMJGDOI_01039	CDS	861				hypothetical protein
NMMJGDOI_01039	gene	861				
NMMJGDOI_01040	CDS	285				hypothetical protein
NMMJGDOI_01040	gene	285				
NMMJGDOI_01041	CDS	456	ydcV			Inner membrane ABC transporter permease protein YdcV
NMMJGDOI_01041	gene	456	ydcV			
NMMJGDOI_01042	CDS	663	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
NMMJGDOI_01042	gene	663	potB			
NMMJGDOI_01043	CDS	177				hypothetical protein
NMMJGDOI_01043	gene	177				
NMMJGDOI_01044	CDS	576	potA_1	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
NMMJGDOI_01044	gene	576	potA_1			
NMMJGDOI_01045	CDS	993	potA_2	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
NMMJGDOI_01045	gene	993	potA_2			
NMMJGDOI_01046	CDS	501	chrR	1.6.5.2	COG0431	Quinone reductase
NMMJGDOI_01046	gene	501	chrR			
NMMJGDOI_01047	CDS	2700	rpoB_1	2.7.7.6		DNA-directed RNA polymerase subunit beta
NMMJGDOI_01047	gene	2700	rpoB_1			
NMMJGDOI_01048	CDS	1149	rpoB_2	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
NMMJGDOI_01048	gene	1149	rpoB_2			
NMMJGDOI_01049	CDS	297	rpoB_3	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
NMMJGDOI_01049	gene	297	rpoB_3			
NMMJGDOI_01050	CDS	93				hypothetical protein
NMMJGDOI_01050	gene	93				
NMMJGDOI_01051	CDS	2184	rpoC_1	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
NMMJGDOI_01051	gene	2184	rpoC_1			
NMMJGDOI_01052	CDS	1524	rpoC_2	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
NMMJGDOI_01052	gene	1524	rpoC_2			
NMMJGDOI_01053	CDS	363				hypothetical protein
NMMJGDOI_01053	gene	363				
NMMJGDOI_01054	CDS	264				hypothetical protein
NMMJGDOI_01054	gene	264				
NMMJGDOI_01055	CDS	453				hypothetical protein
NMMJGDOI_01055	gene	453				
NMMJGDOI_01056	CDS	393				hypothetical protein
NMMJGDOI_01056	gene	393				
NMMJGDOI_01057	CDS	270				hypothetical protein
NMMJGDOI_01057	gene	270				
NMMJGDOI_01058	CDS	450				hypothetical protein
NMMJGDOI_01058	gene	450				
NMMJGDOI_01059	CDS	141				hypothetical protein
NMMJGDOI_01059	gene	141				
NMMJGDOI_01060	CDS	369				hypothetical protein
NMMJGDOI_01060	gene	369				
NMMJGDOI_01061	CDS	303				hypothetical protein
NMMJGDOI_01061	gene	303				
NMMJGDOI_01062	CDS	192				hypothetical protein
NMMJGDOI_01062	gene	192				
NMMJGDOI_01063	CDS	264				hypothetical protein
NMMJGDOI_01063	gene	264				
NMMJGDOI_01064	CDS	210				hypothetical protein
NMMJGDOI_01064	gene	210				
NMMJGDOI_01065	CDS	393				hypothetical protein
NMMJGDOI_01065	gene	393				
NMMJGDOI_01066	CDS	348				hypothetical protein
NMMJGDOI_01066	gene	348				
NMMJGDOI_01067	CDS	174				hypothetical protein
NMMJGDOI_01067	gene	174				
NMMJGDOI_01068	CDS	267				hypothetical protein
NMMJGDOI_01068	gene	267				
NMMJGDOI_01069	CDS	639				hypothetical protein
NMMJGDOI_01069	gene	639				
NMMJGDOI_01070	CDS	180				hypothetical protein
NMMJGDOI_01070	gene	180				
NMMJGDOI_01071	CDS	180				hypothetical protein
NMMJGDOI_01071	gene	180				
NMMJGDOI_01072	CDS	1005				hypothetical protein
NMMJGDOI_01072	gene	1005				
NMMJGDOI_01073	CDS	690				hypothetical protein
NMMJGDOI_01073	gene	690				
NMMJGDOI_01074	CDS	180				hypothetical protein
NMMJGDOI_01074	gene	180				
NMMJGDOI_01075	CDS	1554				hypothetical protein
NMMJGDOI_01075	gene	1554				
NMMJGDOI_01076	CDS	288				hypothetical protein
NMMJGDOI_01076	gene	288				
NMMJGDOI_01077	CDS	309				hypothetical protein
NMMJGDOI_01077	gene	309				
NMMJGDOI_01078	CDS	156				hypothetical protein
NMMJGDOI_01078	gene	156				
NMMJGDOI_01079	CDS	426				hypothetical protein
NMMJGDOI_01079	gene	426				
NMMJGDOI_01080	CDS	126				hypothetical protein
NMMJGDOI_01080	gene	126				
NMMJGDOI_01081	CDS	621	prfA_1		COG0216	Peptide chain release factor 1
NMMJGDOI_01081	gene	621	prfA_1			
NMMJGDOI_01082	CDS	441	prfA_2		COG0216	Peptide chain release factor 1
NMMJGDOI_01082	gene	441	prfA_2			
NMMJGDOI_01083	CDS	294	rpmE		COG0254	50S ribosomal protein L31
NMMJGDOI_01083	gene	294	rpmE			
NMMJGDOI_01084	CDS	378				hypothetical protein
NMMJGDOI_01084	gene	378				
NMMJGDOI_01085	CDS	393				hypothetical protein
NMMJGDOI_01085	gene	393				
NMMJGDOI_01086	tRNA	74				tRNA-Trp(cca)
NMMJGDOI_01086	gene	74				
NMMJGDOI_01087	tRNA	75				tRNA-Arg(cct)
NMMJGDOI_01087	gene	75				
NMMJGDOI_01088	CDS	102				hypothetical protein
NMMJGDOI_01088	gene	102				
NMMJGDOI_01089	CDS	282				hypothetical protein
NMMJGDOI_01089	gene	282				
NMMJGDOI_01090	CDS	693				hypothetical protein
NMMJGDOI_01090	gene	693				
NMMJGDOI_01091	CDS	291				hypothetical protein
NMMJGDOI_01091	gene	291				
NMMJGDOI_01092	tRNA	74				tRNA-Gly(gcc)
NMMJGDOI_01092	gene	74				
NMMJGDOI_01093	CDS	714	ligA_1	6.5.1.2	COG0272	DNA ligase
NMMJGDOI_01093	gene	714	ligA_1			
NMMJGDOI_01094	CDS	1248	ligA_2	6.5.1.2	COG0272	DNA ligase
NMMJGDOI_01094	gene	1248	ligA_2			
NMMJGDOI_01095	CDS	543	cysS_1	6.1.1.16		Cysteine--tRNA ligase
NMMJGDOI_01095	gene	543	cysS_1			
NMMJGDOI_01096	CDS	255	cysS_2	6.1.1.16	COG0215	Cysteine--tRNA ligase
NMMJGDOI_01096	gene	255	cysS_2			
NMMJGDOI_01097	CDS	273				hypothetical protein
NMMJGDOI_01097	gene	273				
NMMJGDOI_01098	CDS	510		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
NMMJGDOI_01098	gene	510				
NMMJGDOI_01099	CDS	228	glyQS_1	6.1.1.14	COG0423	Glycine--tRNA ligase
NMMJGDOI_01099	gene	228	glyQS_1			
NMMJGDOI_01100	CDS	732	glyQS_2	6.1.1.14		Glycine--tRNA ligase
NMMJGDOI_01100	gene	732	glyQS_2			
NMMJGDOI_01101	CDS	240	dnaG_2	2.7.7.-	COG0358	DNA primase
NMMJGDOI_01101	gene	240	dnaG_2			
NMMJGDOI_01102	CDS	402	dnaG_3	2.7.7.-	COG0358	DNA primase
NMMJGDOI_01102	gene	402	dnaG_3			
NMMJGDOI_01103	CDS	402	dnaG_4	2.7.7.-		DNA primase
NMMJGDOI_01103	gene	402	dnaG_4			
NMMJGDOI_01104	CDS	216				hypothetical protein
NMMJGDOI_01104	gene	216				
NMMJGDOI_01105	CDS	1500	sigA		COG0568	RNA polymerase sigma factor SigA
NMMJGDOI_01105	gene	1500	sigA			
NMMJGDOI_01106	CDS	393				hypothetical protein
NMMJGDOI_01106	gene	393				
NMMJGDOI_01107	CDS	192				hypothetical protein
NMMJGDOI_01107	gene	192				
NMMJGDOI_01108	CDS	423	plsY	2.3.1.-	COG0344	Glycerol-3-phosphate acyltransferase
NMMJGDOI_01108	gene	423	plsY			
NMMJGDOI_01109	CDS	183				hypothetical protein
NMMJGDOI_01109	gene	183				
NMMJGDOI_01110	CDS	846		3.1.-.-		Putative phosphatase/phosphodiesterase MPN_349
NMMJGDOI_01110	gene	846				
NMMJGDOI_01111	CDS	495		6.3.3.2		5-formyltetrahydrofolate cyclo-ligase
NMMJGDOI_01111	gene	495				
NMMJGDOI_01112	CDS	171				hypothetical protein
NMMJGDOI_01112	gene	171				
NMMJGDOI_01113	CDS	420		3.1.4.-		Putative metallophosphoesterase MG207 
NMMJGDOI_01113	gene	420				
NMMJGDOI_01114	CDS	687	uvrC_1		COG0322	UvrABC system protein C
NMMJGDOI_01114	gene	687	uvrC_1			
NMMJGDOI_01115	CDS	990	uvrC_2		COG0322	UvrABC system protein C
NMMJGDOI_01115	gene	990	uvrC_2			
NMMJGDOI_01116	CDS	798	hrcA_1		COG1420	Heat-inducible transcription repressor HrcA
NMMJGDOI_01116	gene	798	hrcA_1			
NMMJGDOI_01117	CDS	252	hrcA_2			Heat-inducible transcription repressor HrcA
NMMJGDOI_01117	gene	252	hrcA_2			
NMMJGDOI_01118	CDS	2013	parC_1	5.99.1.3	COG0188	DNA topoisomerase 4 subunit A
NMMJGDOI_01118	gene	2013	parC_1			
NMMJGDOI_01119	CDS	288	parC_2	5.99.1.3	COG0188	DNA topoisomerase 4 subunit A
NMMJGDOI_01119	gene	288	parC_2			
NMMJGDOI_01120	CDS	240	parE_1	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
NMMJGDOI_01120	gene	240	parE_1			
NMMJGDOI_01121	CDS	1656	parE_2	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
NMMJGDOI_01121	gene	1656	parE_2			
NMMJGDOI_01122	tRNA	74				tRNA-Thr(ggt)
NMMJGDOI_01122	gene	74				
NMMJGDOI_01123	CDS	366				hypothetical protein
NMMJGDOI_01123	gene	366				
NMMJGDOI_01124	CDS	138	grpE_1			Protein GrpE
NMMJGDOI_01124	gene	138	grpE_1			
NMMJGDOI_01125	CDS	453	grpE_2			Protein GrpE
NMMJGDOI_01125	gene	453	grpE_2			
NMMJGDOI_01126	CDS	612				DnaJ-like protein MG200
NMMJGDOI_01126	gene	612				
NMMJGDOI_01127	CDS	753				hypothetical protein
NMMJGDOI_01127	gene	753				
NMMJGDOI_01128	CDS	726				DnaJ-like protein MG200
NMMJGDOI_01128	gene	726				
NMMJGDOI_01129	CDS	711	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
NMMJGDOI_01129	gene	711	rnhC			
NMMJGDOI_01130	CDS	384	rplT		COG0292	50S ribosomal protein L20
NMMJGDOI_01130	gene	384	rplT			
NMMJGDOI_01131	CDS	180	rpmI			50S ribosomal protein L35
NMMJGDOI_01131	gene	180	rpmI			
NMMJGDOI_01132	CDS	159	infC_1			Translation initiation factor IF-3
NMMJGDOI_01132	gene	159	infC_1			
NMMJGDOI_01133	CDS	417	infC_2			Translation initiation factor IF-3
NMMJGDOI_01133	gene	417	infC_2			
NMMJGDOI_01134	CDS	189				hypothetical protein
NMMJGDOI_01134	gene	189				
NMMJGDOI_01135	CDS	651				hypothetical protein
NMMJGDOI_01135	gene	651				
NMMJGDOI_01136	CDS	93				hypothetical protein
NMMJGDOI_01136	gene	93				
NMMJGDOI_01137	CDS	276				hypothetical protein
NMMJGDOI_01137	gene	276				
NMMJGDOI_01138	CDS	204				hypothetical protein
NMMJGDOI_01138	gene	204				
NMMJGDOI_01139	CDS	150				hypothetical protein
NMMJGDOI_01139	gene	150				
NMMJGDOI_01140	CDS	219				hypothetical protein
NMMJGDOI_01140	gene	219				
NMMJGDOI_01141	CDS	285				hypothetical protein
NMMJGDOI_01141	gene	285				
NMMJGDOI_01142	CDS	489				hypothetical protein
NMMJGDOI_01142	gene	489				
NMMJGDOI_01143	CDS	393	yqcE			Inner membrane protein YqcE
NMMJGDOI_01143	gene	393	yqcE			
NMMJGDOI_01144	CDS	471				hypothetical protein
NMMJGDOI_01144	gene	471				
NMMJGDOI_01145	CDS	261				hypothetical protein
NMMJGDOI_01145	gene	261				
NMMJGDOI_01146	CDS	120				hypothetical protein
NMMJGDOI_01146	gene	120				
NMMJGDOI_01147	CDS	333				hypothetical protein
NMMJGDOI_01147	gene	333				
NMMJGDOI_01148	tmRNA	387	ssrA			transfer-messenger RNA, SsrA
NMMJGDOI_01148	gene	387	ssrA			
NMMJGDOI_01149	CDS	111				hypothetical protein
NMMJGDOI_01149	gene	111				
NMMJGDOI_01150	CDS	216				hypothetical protein
NMMJGDOI_01150	gene	216				
NMMJGDOI_01151	CDS	237				hypothetical protein
NMMJGDOI_01151	gene	237				
NMMJGDOI_01152	CDS	1065	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
NMMJGDOI_01152	gene	1065	ypdF			
NMMJGDOI_01153	CDS	882				DegV domain-containing protein
NMMJGDOI_01153	gene	882				
NMMJGDOI_01154	CDS	807	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
NMMJGDOI_01154	gene	807	menH_2			
NMMJGDOI_01155	CDS	3423				hypothetical protein
NMMJGDOI_01155	gene	3423				
NMMJGDOI_01156	CDS	423	der_1		COG1160	GTPase Der
NMMJGDOI_01156	gene	423	der_1			
NMMJGDOI_01157	CDS	900	der_2			GTPase Der
NMMJGDOI_01157	gene	900	der_2			
NMMJGDOI_01158	CDS	654	cmk	2.7.4.25	COG0283	Cytidylate kinase
NMMJGDOI_01158	gene	654	cmk			
NMMJGDOI_01159	CDS	510				hypothetical protein
NMMJGDOI_01159	gene	510				
NMMJGDOI_01160	CDS	102				hypothetical protein
NMMJGDOI_01160	gene	102				
NMMJGDOI_01161	CDS	708			COG0217	putative transcriptional regulatory protein
NMMJGDOI_01161	gene	708				
NMMJGDOI_01162	CDS	420	azoR	1.7.-.-	COG1182	FMN-dependent NADH-azoreductase
NMMJGDOI_01162	gene	420	azoR			
NMMJGDOI_01163	CDS	519	valS_1	6.1.1.9	COG0525	Valine--tRNA ligase
NMMJGDOI_01163	gene	519	valS_1			
NMMJGDOI_01164	CDS	498	valS_2	6.1.1.9		Valine--tRNA ligase
NMMJGDOI_01164	gene	498	valS_2			
NMMJGDOI_01165	CDS	759	valS_3	6.1.1.9		Valine--tRNA ligase
NMMJGDOI_01165	gene	759	valS_3			
NMMJGDOI_01166	CDS	246	valS_4	6.1.1.9	COG0525	Valine--tRNA ligase
NMMJGDOI_01166	gene	246	valS_4			
NMMJGDOI_01167	CDS	582	engB		COG0218	putative GTP-binding protein EngB
NMMJGDOI_01167	gene	582	engB			
NMMJGDOI_01168	CDS	222				hypothetical protein
NMMJGDOI_01168	gene	222				
NMMJGDOI_01169	CDS	630		2.4.1.-		Processive diacylglycerol beta-glycosyltransferase
NMMJGDOI_01169	gene	630				
NMMJGDOI_01170	CDS	150		2.4.1.-		Processive diacylglycerol beta-glycosyltransferase
NMMJGDOI_01170	gene	150				
NMMJGDOI_01171	CDS	120		2.4.1.-		Processive diacylglycerol beta-glycosyltransferase
NMMJGDOI_01171	gene	120				
NMMJGDOI_01172	CDS	297				hypothetical protein
NMMJGDOI_01172	gene	297				
NMMJGDOI_01173	CDS	144				hypothetical protein
NMMJGDOI_01173	gene	144				
NMMJGDOI_01174	CDS	522	mgpA_4			Adhesin P1
NMMJGDOI_01174	gene	522	mgpA_4			
NMMJGDOI_01175	CDS	291	mgpA_5			Adhesin P1
NMMJGDOI_01175	gene	291	mgpA_5			
NMMJGDOI_01176	CDS	357				hypothetical protein
NMMJGDOI_01176	gene	357				
NMMJGDOI_01177	CDS	492				hypothetical protein
NMMJGDOI_01177	gene	492				
NMMJGDOI_01178	CDS	729	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
NMMJGDOI_01178	gene	729	araD			
NMMJGDOI_01179	CDS	162		3.1.1.25		Phospho-furanose lactonase
NMMJGDOI_01179	gene	162				
NMMJGDOI_01180	CDS	432		3.1.1.25		Phospho-furanose lactonase
NMMJGDOI_01180	gene	432				
NMMJGDOI_01181	CDS	156		3.1.1.25	COG1735	Phospho-furanose lactonase
NMMJGDOI_01181	gene	156				
NMMJGDOI_01182	CDS	144		3.1.1.25		Phospho-furanose lactonase
NMMJGDOI_01182	gene	144				
NMMJGDOI_01183	CDS	480	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
NMMJGDOI_01183	gene	480	ulaA_1			
NMMJGDOI_01184	CDS	480	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
NMMJGDOI_01184	gene	480	ulaA_2			
NMMJGDOI_01185	CDS	714	ulaA_3		COG3037	Ascorbate-specific PTS system EIIC component
NMMJGDOI_01185	gene	714	ulaA_3			
NMMJGDOI_01186	CDS	117				hypothetical protein
NMMJGDOI_01186	gene	117				
NMMJGDOI_01187	CDS	288	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
NMMJGDOI_01187	gene	288	ulaB			
NMMJGDOI_01188	CDS	276	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
NMMJGDOI_01188	gene	276	ulaC			
NMMJGDOI_01189	CDS	381	ulaD_1	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
NMMJGDOI_01189	gene	381	ulaD_1			
NMMJGDOI_01190	CDS	180	ulaD_2	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
NMMJGDOI_01190	gene	180	ulaD_2			
NMMJGDOI_01191	CDS	648	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
NMMJGDOI_01191	gene	648	ulaE			
NMMJGDOI_01192	CDS	96				hypothetical protein
NMMJGDOI_01192	gene	96				
NMMJGDOI_01193	CDS	258				hypothetical protein
NMMJGDOI_01193	gene	258				
NMMJGDOI_01194	CDS	399				hypothetical protein
NMMJGDOI_01194	gene	399				
NMMJGDOI_01195	CDS	474				hypothetical protein
NMMJGDOI_01195	gene	474				
NMMJGDOI_01196	CDS	1011	recA			Protein RecA
NMMJGDOI_01196	gene	1011	recA			
NMMJGDOI_01197	CDS	306				hypothetical protein
NMMJGDOI_01197	gene	306				
NMMJGDOI_01198	CDS	153				hypothetical protein
NMMJGDOI_01198	gene	153				
NMMJGDOI_01199	CDS	306				hypothetical protein
NMMJGDOI_01199	gene	306				
NMMJGDOI_01200	CDS	762				hypothetical protein
NMMJGDOI_01200	gene	762				
NMMJGDOI_01201	CDS	648				hypothetical protein
NMMJGDOI_01201	gene	648				
NMMJGDOI_01202	CDS	177				hypothetical protein
NMMJGDOI_01202	gene	177				
NMMJGDOI_01203	CDS	156				hypothetical protein
NMMJGDOI_01203	gene	156				
NMMJGDOI_01204	CDS	489				hypothetical protein
NMMJGDOI_01204	gene	489				
NMMJGDOI_01205	CDS	177				hypothetical protein
NMMJGDOI_01205	gene	177				
NMMJGDOI_01206	CDS	423	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
NMMJGDOI_01206	gene	423	iscU			
NMMJGDOI_01207	CDS	843	sufS	2.8.1.7	COG0520	Cysteine desulfurase
NMMJGDOI_01207	gene	843	sufS			
NMMJGDOI_01208	CDS	384	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
NMMJGDOI_01208	gene	384	csdA			
NMMJGDOI_01209	CDS	90				hypothetical protein
NMMJGDOI_01209	gene	90				
NMMJGDOI_01210	CDS	285				hypothetical protein
NMMJGDOI_01210	gene	285				
NMMJGDOI_01211	CDS	345				hypothetical protein
NMMJGDOI_01211	gene	345				
NMMJGDOI_01212	CDS	1086				hypothetical protein
NMMJGDOI_01212	gene	1086				
NMMJGDOI_01213	CDS	567				hypothetical protein
NMMJGDOI_01213	gene	567				
NMMJGDOI_01214	CDS	540				hypothetical protein
NMMJGDOI_01214	gene	540				
NMMJGDOI_01215	CDS	486	mgpA_6			Adhesin P1
NMMJGDOI_01215	gene	486	mgpA_6			
NMMJGDOI_01216	CDS	279	mgpA_7			Adhesin P1
NMMJGDOI_01216	gene	279	mgpA_7			
NMMJGDOI_01217	CDS	174	mgpA_8			Adhesin P1
NMMJGDOI_01217	gene	174	mgpA_8			
NMMJGDOI_01218	CDS	369				hypothetical protein
NMMJGDOI_01218	gene	369				
NMMJGDOI_01219	CDS	132				hypothetical protein
NMMJGDOI_01219	gene	132				
NMMJGDOI_01220	CDS	150				hypothetical protein
NMMJGDOI_01220	gene	150				
NMMJGDOI_01221	CDS	282				hypothetical protein
NMMJGDOI_01221	gene	282				
NMMJGDOI_01222	CDS	1389				Mgp-operon protein 3
NMMJGDOI_01222	gene	1389				
NMMJGDOI_01223	CDS	639				Mgp-operon protein 3
NMMJGDOI_01223	gene	639				
NMMJGDOI_01224	CDS	285				Mgp-operon protein 3
NMMJGDOI_01224	gene	285				
NMMJGDOI_01225	CDS	417				Mgp-operon protein 3
NMMJGDOI_01225	gene	417				
NMMJGDOI_01226	CDS	567				Mgp-operon protein 3
NMMJGDOI_01226	gene	567				
NMMJGDOI_01227	CDS	201				Mgp-operon protein 3
NMMJGDOI_01227	gene	201				
NMMJGDOI_01228	CDS	318	mgpA_9			Adhesin P1
NMMJGDOI_01228	gene	318	mgpA_9			
NMMJGDOI_01229	CDS	1041	mgpA_10			Adhesin P1
NMMJGDOI_01229	gene	1041	mgpA_10			
NMMJGDOI_01230	CDS	141	mgpA_11			Adhesin P1
NMMJGDOI_01230	gene	141	mgpA_11			
NMMJGDOI_01231	CDS	279	mgpA_12			Adhesin P1
NMMJGDOI_01231	gene	279	mgpA_12			
NMMJGDOI_01232	CDS	174	mgpA_13			Adhesin P1
NMMJGDOI_01232	gene	174	mgpA_13			
NMMJGDOI_01233	CDS	354				hypothetical protein
NMMJGDOI_01233	gene	354				
NMMJGDOI_01234	CDS	144	mgpA_14			Adhesin P1
NMMJGDOI_01234	gene	144	mgpA_14			
NMMJGDOI_01235	CDS	258	mgpA_15			Adhesin P1
NMMJGDOI_01235	gene	258	mgpA_15			
NMMJGDOI_01236	CDS	345	mgpA_16			Adhesin P1
NMMJGDOI_01236	gene	345	mgpA_16			
NMMJGDOI_01237	CDS	498	mgpA_17			Adhesin P1
NMMJGDOI_01237	gene	498	mgpA_17			
NMMJGDOI_01238	CDS	258	mgpA_18			Adhesin P1
NMMJGDOI_01238	gene	258	mgpA_18			
NMMJGDOI_01239	CDS	282				hypothetical protein
NMMJGDOI_01239	gene	282				
NMMJGDOI_01240	CDS	717	smc_4			Chromosome partition protein Smc
NMMJGDOI_01240	gene	717	smc_4			
NMMJGDOI_01241	CDS	249				hypothetical protein
NMMJGDOI_01241	gene	249				
NMMJGDOI_01242	CDS	303	mgpA_19			Adhesin P1
NMMJGDOI_01242	gene	303	mgpA_19			
NMMJGDOI_01243	CDS	183	mgpA_20			Adhesin P1
NMMJGDOI_01243	gene	183	mgpA_20			
NMMJGDOI_01244	rRNA	1512				16S ribosomal RNA
NMMJGDOI_01244	gene	1512				
NMMJGDOI_01245	rRNA	2895				23S ribosomal RNA
NMMJGDOI_01245	gene	2895				
NMMJGDOI_01246	rRNA	89				5S ribosomal RNA (partial)
NMMJGDOI_01246	gene	89				
NMMJGDOI_01247	CDS	300				hypothetical protein
NMMJGDOI_01247	gene	300				
NMMJGDOI_01248	CDS	309				hypothetical protein
NMMJGDOI_01248	gene	309				
NMMJGDOI_01249	CDS	447				hypothetical protein
NMMJGDOI_01249	gene	447				
NMMJGDOI_01250	CDS	636				hypothetical protein
NMMJGDOI_01250	gene	636				
NMMJGDOI_01251	CDS	750				hypothetical protein
NMMJGDOI_01251	gene	750				
NMMJGDOI_01252	CDS	105				hypothetical protein
